theta_num,theta_den,theta,r_num,r_den,r,P_re,P_im,focal_re,focal_im,seed_re,seed_im,precision,cardinality,iterations,magnitude
1,17,0.058823529411764705882352,1,100,0.010000000000000000000000,0.004643885924091262544967,0.001789365939844600813430,0.004662361147021779022865,0.001806208330935764743670,0.004662361147021779022865,0.001806208330935764743723,24,1,35001,0
1,17,0.058823529411764705882352,2,100,0.020000000000000000000000,0.009250821402321492134139,0.003545047097506873766275,0.009324722294043558045732,0.003612416661871529487409,0.009324722294043558045731,0.003612416661871529487446,24,1,35001,0
1,17,0.058823529411764705882352,3,100,0.030000000000000000000000,0.013820806434690688767513,0.005267043472986818858534,0.013987083441065337068596,0.005418624992807294231148,0.013987083441065337068596,0.005418624992807294231169,24,1,35001,0
1,17,0.058823529411764705882352,4,100,0.040000000000000000000000,0.018353841021198852445093,0.006955355066284436090208,0.018649444588087116091463,0.007224833323743058974870,0.018649444588087116091463,0.007224833323743058974893,24,1,35001,0
1,17,0.058823529411764705882352,5,100,0.050000000000000000000000,0.022849925161845983166876,0.008609981877399725461296,0.023311805735108895114329,0.009031041654678823718613,0.023311805735108895114329,0.009031041654678823718616,24,1,35001,0
1,17,0.058823529411764705882352,6,100,0.060000000000000000000000,0.027309058856632080932861,0.010230923906332686971799,0.027974166882130674137193,0.010837249985614588462331,0.027974166882130674137193,0.010837249985614588462340,24,1,35001,0
1,17,0.058823529411764705882352,7,100,0.070000000000000000000000,0.031731242105557145743052,0.011818181153083320621716,0.032636528029152453160060,0.012643458316550353206056,0.032636528029152453160060,0.012643458316550353206064,24,1,35001,0
1,17,0.058823529411764705882352,8,100,0.080000000000000000000000,0.036116474908621177597445,0.013371753617651626411047,0.037298889176174232182924,0.014449666647486117949784,0.037298889176174232182924,0.014449666647486117949787,24,1,35001,0
1,17,0.058823529411764705882352,9,100,0.090000000000000000000000,0.040464757265824176496043,0.014891641300037604339792,0.041961250323196011205790,0.016255874978421882693507,0.041961250323196011205790,0.016255874978421882693510,24,1,35001,0
1,17,0.058823529411764705882352,10,100,0.100000000000000000000000,0.044776089177166142438845,0.016377844200241254407953,0.046623611470217790228657,0.018062083309357647437226,0.046623611470217790228656,0.018062083309357647437235,24,1,35001,0
1,17,0.058823529411764705882352,11,100,0.110000000000000000000000,0.049050470642647075425850,0.017830362318262576615528,0.051285972617239569251522,0.019868291640293412180955,0.051285972617239569251522,0.019868291640293412180959,24,1,35001,0
1,17,0.058823529411764705882352,12,100,0.120000000000000000000000,0.053287901662266975457059,0.019249195654101570962516,0.055948333764261348274388,0.021674499971229176924675,0.055948333764261348274387,0.021674499971229176924682,24,1,35001,0
1,17,0.058823529411764705882352,13,100,0.130000000000000000000000,0.057488382236025842532471,0.020634344207758237448919,0.060610694911283127297252,0.023480708302164941668402,0.060610694911283127297252,0.023480708302164941668405,24,1,35001,0
1,17,0.058823529411764705882352,14,100,0.140000000000000000000000,0.061651912363923676652088,0.021985807979232576074736,0.065273056058304906320119,0.025286916633100706412122,0.065273056058304906320118,0.025286916633100706412128,24,1,35001,0
1,17,0.058823529411764705882352,15,100,0.150000000000000000000000,0.065778492045960477815909,0.023303586968524586839969,0.069935417205326685342985,0.027093124964036471155849,0.069935417205326685342985,0.027093124964036471155853,24,1,35001,0
1,17,0.058823529411764705882352,16,100,0.160000000000000000000000,0.069868121282136246023932,0.024587681175634269744614,0.074597778352348464365849,0.028899333294972235899573,0.074597778352348464365849,0.028899333294972235899575,24,1,35001,0
1,17,0.058823529411764705882352,17,100,0.170000000000000000000000,0.073920800072450981276161,0.025838090600561624788675,0.079260139499370243388716,0.030705541625908000643294,0.079260139499370243388716,0.030705541625908000643299,24,1,35001,0
1,17,0.058823529411764705882352,18,100,0.180000000000000000000000,0.077936528416904683572592,0.027054815243306651972150,0.083922500646392022411581,0.032511749956843765387018,0.083922500646392022411581,0.032511749956843765387023,24,1,35001,0
1,17,0.058823529411764705882352,19,100,0.190000000000000000000000,0.081915306315497352913228,0.028237855103869351295040,0.088584861793413801434447,0.034317958287779530130743,0.088584861793413801434447,0.034317958287779530130747,24,1,35001,0
1,17,0.058823529411764705882352,20,100,0.200000000000000000000000,0.085857133768228989298067,0.029387210182249722757344,0.093247222940435580457313,0.036124166618715294874466,0.093247222940435580457312,0.036124166618715294874471,24,1,35001,0
1,17,0.058823529411764705882352,21,100,0.210000000000000000000000,0.089762010775099592727109,0.030502880478447766359061,0.097909584087457359480178,0.037930374949651059618188,0.097909584087457359480177,0.037930374949651059618193,24,1,35001,0
1,17,0.058823529411764705882352,22,100,0.220000000000000000000000,0.093629937336109163200357,0.031584865992463482100194,0.102571945234479138503045,0.039736583280586824361914,0.102571945234479138503044,0.039736583280586824361917,24,1,35001,0
1,17,0.058823529411764705882352,23,100,0.230000000000000000000000,0.097460913451257700717806,0.032633166724296869980740,0.107234306381500917525908,0.041542791611522589105638,0.107234306381500917525908,0.041542791611522589105640,24,1,35001,0
1,17,0.058823529411764705882352,24,100,0.240000000000000000000000,0.101254939120545205279461,0.033647782673947930000702,0.111896667528522696548775,0.043348999942458353849361,0.111896667528522696548774,0.043348999942458353849364,24,1,35001,0
1,17,0.058823529411764705882352,25,100,0.250000000000000000000000,0.105012014343971676885320,0.034628713841416662160077,0.116559028675544475571642,0.045155208273394118593085,0.116559028675544475571642,0.045155208273394118593087,24,1,35001,0
1,17,0.058823529411764705882352,26,100,0.260000000000000000000000,0.108732139121537115535381,0.035575960226703066458867,0.121221389822566254594506,0.046961416604329883336808,0.121221389822566254594506,0.046961416604329883336811,24,1,35001,0
1,17,0.058823529411764705882352,27,100,0.270000000000000000000000,0.112415313453241521229647,0.036489521829807142897071,0.125883750969588033617373,0.048767624935265648080532,0.125883750969588033617372,0.048767624935265648080534,24,1,35001,0
1,17,0.058823529411764705882352,28,100,0.280000000000000000000000,0.116061537339084893968116,0.037369398650728891474690,0.130546112116609812640238,0.050573833266201412824256,0.130546112116609812640237,0.050573833266201412824259,24,1,35001,0
1,17,0.058823529411764705882352,29,100,0.290000000000000000000000,0.119670810779067233750789,0.038215590689468312191723,0.135208473263631591663103,0.052380041597137177567980,0.135208473263631591663103,0.052380041597137177567982,24,1,35001,0
1,17,0.058823529411764705882352,30,100,0.300000000000000000000000,0.123243133773188540577666,0.039028097946025405048170,0.139870834410653370685969,0.054186249928072942311702,0.139870834410653370685969,0.054186249928072942311705,24,1,35001,0
1,17,0.058823529411764705882352,31,100,0.310000000000000000000000,0.126778506321448814448746,0.039806920420400170044032,0.144533195557675149708834,0.055992458259008707055426,0.144533195557675149708833,0.055992458259008707055429,24,1,35001,0
1,17,0.058823529411764705882352,32,100,0.320000000000000000000000,0.130276928423848055364031,0.040552058112592607179308,0.149195556704696928731700,0.057798666589944471799150,0.149195556704696928731700,0.057798666589944471799153,24,1,35001,0
1,17,0.058823529411764705882352,33,100,0.330000000000000000000000,0.133738400080386263323519,0.041263511022602716453999,0.153857917851718707754565,0.059604874920880236542875,0.153857917851718707754565,0.059604874920880236542877,24,1,35001,0
1,17,0.058823529411764705882352,34,100,0.340000000000000000000000,0.137162921291063438327211,0.041941279150430497868103,0.158520278998740486777431,0.061411083251816001286597,0.158520278998740486777430,0.061411083251816001286599,24,1,35001,0
1,17,0.058823529411764705882352,35,100,0.350000000000000000000000,0.140550492055879580375107,0.042585362496075951421623,0.163182640145762265800297,0.063217291582751766030322,0.163182640145762265800296,0.063217291582751766030324,24,1,35001,0
1,17,0.058823529411764705882352,36,100,0.360000000000000000000000,0.143901112374834689467206,0.043195761059539077114556,0.167845001292784044823162,0.065023499913687530774044,0.167845001292784044823161,0.065023499913687530774046,24,1,35001,0
1,17,0.058823529411764705882352,37,100,0.370000000000000000000000,0.147214782247928765603510,0.043772474840819874946904,0.172507362439805823846028,0.066829708244623295517769,0.172507362439805823846028,0.066829708244623295517770,24,1,35001,0
